,A,B,C
2018-11-19,0.03991356210078156,0.7650422479354331,376
2018-11-20,0.8131145108117618,-0.8751725167965771,812
2018-11-21,0.5574737275155349,0.8947206139612771,955
2018-11-22,0.34099239117729974,0.22579946295421816,737
2018-11-23,0.6277296202396757,-0.45437315446272564,875
2018-11-24,0.977898528760027,0.21137784015663574,7
2018-11-25,0.9612600853900174,-0.16092810852345285,772
2018-11-26,0.4120322901326813,0.739386462366098,171
2018-11-27,0.9344858178357395,0.49698484157200906,925
2018-11-28,0.07206679303237551,0.6975451230141461,919
2018-11-29,0.705263172445071,-0.8663044865784932,146
